"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Brooklyn Bounce","Rylan","M","3","George","359.13098","paid","Birmingham-Hoover, AL","1076","Get Ready To Bounce Recall 08","16"
"Dashboard Confessional","Kinsley","F","22","Young","147.30404","paid","Red Bluff, CA","977","The Good Fight","85"
"Lonnie Johnson","Kinsley","F","23","Young","194.55955","paid","Red Bluff, CA","977","Low Land Moan","85"
"Leggo Beast","Mohammad","M","2","Rodriguez","376.58077","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","In","88"
"The Pussycat Dolls","Rylan","M","4","George","190.95465","paid","Birmingham-Hoover, AL","1076","Sway","16"
"Stereophonics","Kinsley","F","24","Young","290.53342","paid","Red Bluff, CA","977","I Miss You Now","85"
"The Beautiful South","Rylan","M","5","George","236.5122","paid","Birmingham-Hoover, AL","1076","Masculine Eclipse","16"
"The Acacia Strain","Mohammad","M","3","Rodriguez","194.21995","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","As If Set Afire","88"
"ATB","Kinsley","F","25","Young","251.48036","paid","Red Bluff, CA","977","Underwater World","85"
"The Robert Cray Band","Rylan","M","6","George","309.52444","paid","Birmingham-Hoover, AL","1076","Our Last Time","16"
"Enigma","Mohammad","M","4","Rodriguez","242.78159","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","T.N.T. For The Brain (112 Bpm) (Radio Edit)","88"
"Amon Amarth","Kinsley","F","26","Young","268.2771","paid","Red Bluff, CA","977","Tattered Banners And Bloody Flags","85"
"We Are Scientists","Rylan","M","7","George","198.89587","paid","Birmingham-Hoover, AL","1076","The Great Escape (Album Version) (Explicit)","16"
"Roberto Murolo","Matthew","M","0","Jones","188.02893","paid","Janesville-Beloit, WI","1100","Lacreme napulitane","36"
"Ashlee Simpson","Mohammad","M","5","Rodriguez","214.43873","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","Autobiography","88"
"Metallica","Kinsley","F","27","Young","152.60689","paid","Red Bluff, CA","977","The Ecstasy Of Gold","85"
"3 Doors Down","Rylan","M","8","George","233.74322","paid","Birmingham-Hoover, AL","1076","Kryptonite","16"
"Hazell Dean","Matthew","M","1","Jones","367.98649","paid","Janesville-Beloit, WI","1100","No Fool (For Love)","36"
"Apocalyptica","Kinsley","F","28","Young","262.5824","paid","Red Bluff, CA","977","Pray","85"
"Jack Johnson","Rylan","M","9","George","236.93016","paid","Birmingham-Hoover, AL","1076","Bubble Toes","16"
"Cage The Elephant","Kinsley","F","29","Young","196.38812","paid","Red Bluff, CA","977","Lotus","85"
"Taylor Swift","Matthew","M","2","Jones","230.47791","paid","Janesville-Beloit, WI","1100","You Belong With Me","36"
"Soul For Real","Rylan","M","10","George","271.25506","paid","Birmingham-Hoover, AL","1076","Candy Rain","16"
"The Prodigy","Kinsley","F","30","Young","225.09669","paid","Red Bluff, CA","977","Firestarter","85"
"Amy Winehouse","Matthew","M","3","Jones","165.11955","paid","Janesville-Beloit, WI","1100","Addicted","36"
"Iron Maiden","Rylan","M","11","George","275.19955","paid","Birmingham-Hoover, AL","1076","The Evil That Men Do (1998 Digital Remaster)","16"
"David Crowder*Band","Kinsley","F","31","Young","276.74077","paid","Red Bluff, CA","977","All Around Me","85"
"The Cinematic Orchestra","Rylan","M","12","George","622.2624","paid","Birmingham-Hoover, AL","1076","Everyday","16"
"Three 6 Mafia vs. TiÃÂ«sto with Sean Kingston and Flo Rida","Kinsley","F","32","Young","241.05751","paid","Red Bluff, CA","977","Feel It","85"
"Sugababes","Kinsley","F","33","Young","275.93098","paid","Red Bluff, CA","977","Overload","85"
"Gyptian","Rylan","M","13","George","233.09016","paid","Birmingham-Hoover, AL","1076","Hold You","16"
"Zion / Akon","Rylan","M","14","George","233.19465","paid","Birmingham-Hoover, AL","1076","The Way She Moves","16"
"Transvision Vamp","Rylan","M","15","George","209.91955","paid","Birmingham-Hoover, AL","1076","I Want Your Love","16"
"Ry Cooder","Chloe","F","37","Cuevas","201.56036","paid","San Francisco-Oakland-Hayward, CA","1096","Corrido de Boxeo","49"
"The Pussycat Dolls","Rylan","M","16","George","245.18485","paid","Birmingham-Hoover, AL","1076","When I Grow Up","16"
"Coldplay","Chloe","F","38","Cuevas","268.30322","paid","San Francisco-Oakland-Hayward, CA","1096","Yellow","49"
"Forever The Sickest Kids","Rylan","M","17","George","169.482","paid","Birmingham-Hoover, AL","1076","She Likes (Bittersweet Love)","16"
"Lil Wayne / Blaque / Mannie Fresh","Chloe","F","39","Cuevas","255.34649","paid","San Francisco-Oakland-Hayward, CA","1096","Believe That","49"
"Dragonforce","Rylan","M","18","George","441.02485","paid","Birmingham-Hoover, AL","1076","Through The Fire And Flames (Album Version)","16"
"Jason Mraz & Colbie Caillat","Chloe","F","40","Cuevas","189.6224","paid","San Francisco-Oakland-Hayward, CA","1096","Lucky (Album Version)","49"
"Pixies","Chloe","F","41","Cuevas","181.13261","paid","San Francisco-Oakland-Hayward, CA","1096","Is She Weird","49"
"Eminem","Rylan","M","19","George","251.55873","paid","Birmingham-Hoover, AL","1076","Without Me","16"
"Buju Banton","Chloe","F","42","Cuevas","232.48934","paid","San Francisco-Oakland-Hayward, CA","1096","Cry No More","49"
"Cage The Elephant","Rylan","M","20","George","196.38812","paid","Birmingham-Hoover, AL","1076","Lotus","16"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Chloe","F","43","Cuevas","277.15873","paid","San Francisco-Oakland-Hayward, CA","1096","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","49"
"Ste Strausz","Rylan","M","21","George","285.36118","paid","Birmingham-Hoover, AL","1076","Le Million","16"
"Coldplay","Chloe","F","44","Cuevas","228.62322","paid","San Francisco-Oakland-Hayward, CA","1096","Only Superstition","49"
"Joe Christmas","Chloe","F","0","Roth","185.7824","free","Indianapolis-Carmel-Anderson, IN","1059","Bedroom Suite","78"
"Bright Eyes","Rylan","M","22","George","313.23383","paid","Birmingham-Hoover, AL","1076","A New Arrangement","16"
"Paramore","Chloe","F","1","Roth","267.65016","free","Indianapolis-Carmel-Anderson, IN","1059","The Only Exception (Album Version)","78"
"J. Karjalainen & Mustat Lasit","Chloe","F","45","Cuevas","336.74404","paid","San Francisco-Oakland-Hayward, CA","1096","Sinisten tÃÂ¤htien alla","49"
"Philip Glass","Rylan","M","23","George","368.40444","paid","Birmingham-Hoover, AL","1076","Knee 2","16"
"Alliance Ethnik","Chloe","F","46","Cuevas","195.94404","paid","San Francisco-Oakland-Hayward, CA","1096","SinceritÃÂ© Et Jalousie","49"
"Mew","Rylan","M","24","George","167.75791","paid","Birmingham-Hoover, AL","1076","Her Voice Is Beyond Her Years","16"
"Ive Mendes","Rylan","M","25","George","238.94159","paid","Birmingham-Hoover, AL","1076","If You Leave Me Now","16"
"Alliance Ethnik","Bronson","M","1","Harris","195.94404","free","Eugene, OR","1026","SinceritÃÂ© Et Jalousie","33"
"the bird and the bee","Rylan","M","26","George","193.802","paid","Birmingham-Hoover, AL","1076","Diamond Dave","16"
"Common / Sadat X","Bronson","M","2","Harris","256.20853","free","Eugene, OR","1026","1999","33"
"Alanis Morissette","Rylan","M","27","George","245.15873","paid","Birmingham-Hoover, AL","1076","King Of Pain (Live/Unplugged Version)","16"
"Skillet","Bronson","M","7","Harris","233.32526","free","Eugene, OR","1026","Rebirthing (Album Version)","33"
"James Galway;Julian Lee","Rylan","M","28","George","218.67057","paid","Birmingham-Hoover, AL","1076","Beauty and the Beast","16"
"Drop Dead_ Gorgeous","Rylan","M","29","George","156.70812","paid","Birmingham-Hoover, AL","1076","Dressed For Friend Requests (Album Version)","16"
"Dwight Yoakam","Rylan","M","30","George","239.3073","paid","Birmingham-Hoover, AL","1076","You're The One","16"
"Trouble","Rylan","M","31","George","205.11302","paid","Birmingham-Hoover, AL","1076","Tuesday's Child","16"
"OneRepublic","Rylan","M","33","George","237.97506","paid","Birmingham-Hoover, AL","1076","All The Right Moves","16"
"Switchblade Symphony","Rylan","M","34","George","259.5522","paid","Birmingham-Hoover, AL","1076","Wicked","16"
"Sharooz","Rylan","M","35","George","234.05669","paid","Birmingham-Hoover, AL","1076","My Distressor 40Khz ReRub Mix","16"
"Explosions In The Sky","Rylan","M","36","George","522.9971","paid","Birmingham-Hoover, AL","1076","Six Days At The Bottom Of The Ocean","16"
"Emmylou Harris","Chloe","F","1","Cuevas","194.63791","paid","San Francisco-Oakland-Hayward, CA","1114","Little Bird","49"
"Jack Johnson","Chloe","F","2","Cuevas","153.67791","paid","San Francisco-Oakland-Hayward, CA","1114","The Horizon Has Been Defeated","49"
"Radiohead","Rylan","M","37","George","249.93914","paid","Birmingham-Hoover, AL","1076","Everything In Its Right Place","16"
"Andrew Bird","Chloe","F","3","Cuevas","215.87546","paid","San Francisco-Oakland-Hayward, CA","1114","Heretics","49"
"Metallica","Rylan","M","38","George","380.21179","paid","Birmingham-Hoover, AL","1076","Sabbra Cadabra","16"
"Lonnie Gordon","Chloe","F","4","Cuevas","181.21098","paid","San Francisco-Oakland-Hayward, CA","1114","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","49"
"Dropkick Murphys","Chloe","F","5","Cuevas","167.73179","paid","San Francisco-Oakland-Hayward, CA","1114","Shattered","49"
"Eric B. & Rakim","Rylan","M","39","George","240.32608","paid","Birmingham-Hoover, AL","1076","As The Rhyme Goes On","16"
"Dierks Bentley","Chloe","F","6","Cuevas","223.242","paid","San Francisco-Oakland-Hayward, CA","1114","Settle For A Slowdown","49"
"Regina Spektor","Rylan","M","40","George","290.14159","paid","Birmingham-Hoover, AL","1076","Daniel Cowman","16"
"Angelspit","Chloe","F","7","Cuevas","241.94567","paid","San Francisco-Oakland-Hayward, CA","1114","Make You Sin","49"
"Young Gunz / Beanie Sigel","Chloe","F","8","Cuevas","292.44036","paid","San Francisco-Oakland-Hayward, CA","1114","Roc U","49"
"DJ Dizzy","Rylan","M","41","George","221.1522","paid","Birmingham-Hoover, AL","1076","Sexy Bitch","16"
"Base Ball Bear","Rylan","M","42","George","255.60771","paid","Birmingham-Hoover, AL","1076","Sayonara-Nostalgia","16"
"Morcheeba","Chloe","F","9","Cuevas","101.95546","paid","San Francisco-Oakland-Hayward, CA","1114","In The Hands Of The Gods (Featuring Biz Markie)","49"
"Bitter:Sweet","Chloe","F","10","Cuevas","194.16771","paid","San Francisco-Oakland-Hayward, CA","1114","Don't Forget To Breathe","49"
"Basshunter Feat. DJ Mental Theos Bazzheadz","Rylan","M","43","George","152.65914","paid","Birmingham-Hoover, AL","1076","Now You're Gone","16"
"BjÃÂ¶rk","Chloe","F","11","Cuevas","348.57751","paid","San Francisco-Oakland-Hayward, CA","1114","Undo","49"
"Rihanna","Rylan","M","44","George","239.75138","paid","Birmingham-Hoover, AL","1076","G4L","16"
"Evanescence","Rylan","M","45","George","220.3424","paid","Birmingham-Hoover, AL","1076","Hello","16"
"Mr. Vegas","Chloe","F","12","Cuevas","240.69179","paid","San Francisco-Oakland-Hayward, CA","1114","Tamale","49"
"Mischa Daniels","Rylan","M","46","George","419.81342","paid","Birmingham-Hoover, AL","1076","Another Place","16"
"The Menzingers","Chloe","F","13","Cuevas","276.00934","paid","San Francisco-Oakland-Hayward, CA","1114","Straight To Hell","49"
"Justin Timberlake","Chloe","F","14","Cuevas","288.93995","paid","San Francisco-Oakland-Hayward, CA","1114","Cry Me A River","49"
"Vilma Palma e Vampiros","Rylan","M","47","George","338.18077","paid","Birmingham-Hoover, AL","1076","Un Camino Hasta Vos","16"
"CCCP - Fedeli Alla Linea","Chloe","F","15","Cuevas","329.66485","paid","San Francisco-Oakland-Hayward, CA","1114","Sura (2008 Digital Remaster)","49"
"Kid Cudi / MGMT / Ratatat","Rylan","M","48","George","295.67955","paid","Birmingham-Hoover, AL","1076","Pursuit Of Happiness (nightmare)","16"
"Drake / Kanye West / Lil Wayne / Eminem","Chloe","F","16","Cuevas","357.66812","paid","San Francisco-Oakland-Hayward, CA","1114","Forever","49"
"A Day To Remember","Rylan","M","49","George","247.64036","paid","Birmingham-Hoover, AL","1076","Homesick [Acoustic]","16"
"T.I.","Jayden","M","0","Bell","299.75465","free","Dallas-Fort Worth-Arlington, TX","1085","Dead And Gone [feat. Justin Timberlake] (Explicit Album Version)","91"
"The Offspring","Rylan","M","50","George","163.3171","paid","Birmingham-Hoover, AL","1076","It'll Be a Long Time (Album Version)","16"
"Jorge Gonzalez","Chloe","F","17","Cuevas","272.14322","paid","San Francisco-Oakland-Hayward, CA","1114","Esta Es Para Hacerte FÃÂ©liz","49"
"Sneaker Pimps","Jayden","M","1","Bell","260.91057","free","Dallas-Fort Worth-Arlington, TX","1085","Spin Spin Sugar","91"
"Escape The Fate","Rylan","M","51","George","266.73587","paid","Birmingham-Hoover, AL","1076","This War Is Ours (The Guillotine II)","16"
"Juanes","Chloe","F","18","Cuevas","243.27791","paid","San Francisco-Oakland-Hayward, CA","1114","La Vida Es Un Ratico","49"
"The Replacements","Rylan","M","52","George","170.57914","paid","Birmingham-Hoover, AL","1076","Never Mind","16"
"Sarah McLachlan","Chloe","F","19","Cuevas","278.90893","paid","San Francisco-Oakland-Hayward, CA","1114","Possession","49"
"Sonny Boy Williamson","Rylan","M","53","George","152.24118","paid","Birmingham-Hoover, AL","1076","Don't Start Me Talkin'","16"
"Soul II Soul Featuring Caron Wheeler","Rylan","M","54","George","225.2273","paid","Birmingham-Hoover, AL","1076","Back To Life (However Do You Want Me) (2003 Digital Remaster) (Feat. Caron Wheeler)","16"
"Florence + The Machine","Chloe","F","20","Cuevas","219.66322","paid","San Francisco-Oakland-Hayward, CA","1114","Dog Days Are Over (Radio Edit)","49"
"Pantera","Rylan","M","55","George","286.69342","paid","Birmingham-Hoover, AL","1076","Heresy  (LP Version)","16"
"Cold","Chloe","F","21","Cuevas","177.76281","paid","San Francisco-Oakland-Hayward, CA","1114","Remedy","49"
"Norther","Chloe","F","22","Cuevas","246.54322","paid","San Francisco-Oakland-Hayward, CA","1114","Frozen Angel","49"
"Foo Fighters","Rylan","M","57","George","271.38567","paid","Birmingham-Hoover, AL","1076","The Pretender","16"
"Timbiriche","Rylan","M","58","George","202.60526","paid","Birmingham-Hoover, AL","1076","Besos De Ceniza","16"
"A Perfect Circle","Rylan","M","59","George","206.05342","paid","Birmingham-Hoover, AL","1076","Rose","16"
"Anberlin","Rylan","M","60","George","348.682","paid","Birmingham-Hoover, AL","1076","The Haunting","16"
"Deas Vail","Elijah","M","0","Davis","237.68771","free","Detroit-Warren-Dearborn, MI","985","Anything You Say (Unreleased Version)","5"
"Great Lake Swimmers","Kevin","M","0","Arellano","215.11791","free","Harrisburg-Carlisle, PA","815","Your Rocky Spine","66"
"Soziedad Alkoholika","Kevin","M","1","Arellano","204.7473","free","Harrisburg-Carlisle, PA","815","Va Bien","66"
"Franz Ferdinand","Kevin","M","2","Arellano","172.01587","free","Harrisburg-Carlisle, PA","815","Eleanor Put Your Boots On","66"
"Modest Mouse","Kevin","M","3","Arellano","209.52771","free","Harrisburg-Carlisle, PA","815","Float On","66"
"Adam Lambert","Kevin","M","4","Arellano","266.44853","free","Harrisburg-Carlisle, PA","815","Aftermath","66"
"Parni Valjak","Kevin","M","5","Arellano","259.83955","free","Harrisburg-Carlisle, PA","815","Dok si pored mene","66"
"Flaw","Kevin","M","7","Arellano","265.89995","free","Harrisburg-Carlisle, PA","815","Not Enough","66"
"Foo Fighters","Kevin","M","8","Arellano","250.14812","free","Harrisburg-Carlisle, PA","815","Everlong","66"
"ÃÂngeles del Infierno","Kevin","M","9","Arellano","267.25832","free","Harrisburg-Carlisle, PA","815","Si TÃÂº No EstÃÂ¡s AquÃÂ­","66"
"Smash Mouth","Kevin","M","10","Arellano","216.39791","free","Harrisburg-Carlisle, PA","815","All Star","66"
"BeyoncÃÂ© feat. Jay-Z","Ayla","F","1","Johnson","235.93751","free","Santa Rosa, CA","839","Crazy In Love","63"
"Aaliyah","Ayla","F","2","Johnson","228.28363","free","Santa Rosa, CA","839","More Than A Woman","63"
"Coldplay","Emily","F","1","Benson","268.38159","paid","Augusta-Richmond County, GA-SC","821","Yellow","58"
"Martin Solveig","Emily","F","2","Benson","246.282","paid","Augusta-Richmond County, GA-SC","821","Something About You","58"
"Simple Minds","Ryan","M","0","Smith","240.03873","free","San Jose-Sunnyvale-Santa Clara, CA","845","Glittering Prize","26"
"Guns N' Roses","Ryan","M","1","Smith","284.05506","free","San Jose-Sunnyvale-Santa Clara, CA","845","Don't Cry (Original)","26"
"Erin Bode","Rylan","M","0","George","252.05506","paid","Birmingham-Hoover, AL","617","Here_ There And Everywhere","16"
"Blue Oyster Cult","Rylan","M","1","George","322.42893","paid","Birmingham-Hoover, AL","617","Buck's Boogie","16"
"Little Boots","Rylan","M","2","George","195.94404","paid","Birmingham-Hoover, AL","617","Meddle","16"
"FM Static","Rylan","M","3","George","218.27873","paid","Birmingham-Hoover, AL","617","Tonight","16"
"Dead Kennedys","Rylan","M","4","George","90.40934","paid","Birmingham-Hoover, AL","617","Terminal Preppie","16"
"Jim Jones & Ron Browz featuring Juelz Santana","Rylan","M","5","George","215.97995","paid","Birmingham-Hoover, AL","617","Pop Champagne","16"
"Dr. Dre / Eminem / Alvin Joiner","Rylan","M","6","George","244.21832","paid","Birmingham-Hoover, AL","617","What's The Difference","16"
"The Cinematic Orchestra","Kevin","M","0","Arellano","373.9424","free","Harrisburg-Carlisle, PA","850","To Build A Home","66"
"Cradle Of Filth","Kevin","M","1","Arellano","355.94404","free","Harrisburg-Carlisle, PA","850","Tonight In Flames (Album Version)","66"
"Disturbed","Cecilia","F","0","Owens","224.86159","free","Atlanta-Sandy Springs-Roswell, GA","847","Numb (Album Version)","6"
"Viola","Kevin","M","2","Arellano","260.25751","free","Harrisburg-Carlisle, PA","850","Nostalgia Amnesia","66"
"Justin Bieber","Cecilia","F","1","Owens","220.89098","free","Atlanta-Sandy Springs-Roswell, GA","847","Somebody To Love","6"
"Dwight Yoakam","Cecilia","F","2","Owens","239.3073","free","Atlanta-Sandy Springs-Roswell, GA","847","You're The One","6"
"Ivy","Anabelle","F","1","Simpson","264.61995","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","791","Edge Of The Ocean","69"
